full_name,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_home,minutes_played_away,nationality,appearances_home,appearances_away,age,minutes_played_overall,appearances_overall,goals_overall,assists_overall,penalty_goals,penalty_misses,conceded_overall,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_overall,rank,goals_home,goals_away,assists_home,assists_away,clean_sheets_home,clean_sheets_away,conceded_home,conceded_away,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_club_top_scorer,rank_frac,rank_in_league_top_Strikers,rank_in_league_top_Strikers,rank_in_league_top_attackers
Fabián Cornelio Balbuena González,682905600,23-08-91,Premier League,2018/2019,Striker,West Ham United,934,1080,Paraguay,11,12,29,2014,23,1,0,0,0,27,2,0,0.04,0,0.04,5,8,0,1,0,0,2,3,13,14,0,0.08,2014,1.21,75,88,1007,0,0.09,10,7.534545455,66,356,231
Sead Kolašinac,740534400,20-06-93,Premier League,2018/2019,Striker,Arsenal,1127,764,Bosnia and Herzegovina,14,10,27,1891,24,0,5,0,0,26,5,0,0.24,0.24,0,5,8,0,0,3,2,5,0,10,16,0,0,0,1.24,73,79,378,378,0.24,22,7.843636364,75,45,285
Chris Smalling,627696000,22-11-89,Premier League,2018/2019,Striker,Manchester United,1138,990,England,13,11,31,2128,24,1,0,0,0,34,1,0,0.04,0,0.04,4,8,0,1,0,0,2,2,16,18,0,0.09,2128,1.44,63,89,2128,0,0.04,15,7.670909091,106,294,246
Mathias Jattah-Njie Jørgensen,640828800,23-04-90,Premier League,2018/2019,Striker,Huddersfield Town,1248,900,Denmark,14,10,30,2148,24,3,1,0,0,37,6,0,0.17,0.04,0.13,3,8,1,2,0,1,2,1,21,16,0.07,0.2,716,1.55,58,90,358,2148,0.25,2,7.203636364,125,235,129
Hélder Wander Sousa Azevedo Costa,758332800,12-01-94,Premier League,2018/2019,Striker,Wolverhampton Wanderers,657,688,Portugal,11,14,27,1345,25,1,2,0,0,18,3,0,0.2,0.13,0.07,5,8,0,1,1,1,3,2,10,8,0,0.13,1345,1.2,75,54,448,673,0.2,9,7.536363636,-1,113,200
Adrian Mariappa,528681600,03-10-86,Premier League,2018/2019,Striker,Watford,841,1080,Jamaica,12,14,34,1921,26,0,0,0,0,29,3,0,0,0,0,6,8,0,0,0,0,3,3,10,19,0,0,0,1.36,66,74,640,0,0.14,21,7.136363636,94,414,396
Philip Billing,834451200,11-06-96,Premier League,2018/2019,Striker,Huddersfield Town,1106,1086,Denmark,13,14,24,2192,27,2,0,0,0,41,7,0,0.08,0,0.08,5,8,1,1,0,0,3,2,17,24,0.08,0.08,1096,1.68,53,81,313,0,0.29,4,7.387272727,-1,372,185
Erik Durm,705628800,12-05-92,Premier League,2018/2019,Striker,Huddersfield Town,869,1183,Germany,13,15,28,2052,28,0,1,0,0,43,0,0,0.04,0.04,0,3,8,0,0,0,1,1,2,17,26,0,0,0,1.89,48,73,0,2052,0,13,7.489090909,156,232,305
Joe Bryan,748224000,17-09-93,Premier League,2018/2019,Striker,Fulham,1214,1136,England,15,13,27,2350,28,0,1,0,0,51,5,0,0.04,0.04,0,5,8,0,0,1,0,3,2,21,30,0,0,0,1.95,46,84,470,2350,0.19,26,7.716363636,158,218,316
José Holebas,457142400,27-06-84,Premier League,2018/2019,Striker,Watford,1224,1170,Greece,15,13,36,2394,28,3,6,0,0,38,13,1,0.34,0.23,0.11,5,8,2,1,5,1,3,2,20,18,0.15,0.08,798,1.43,63,86,171,399,0.53,7,7.634545455,105,49,153
DeAndre Yedlin,742176000,09-07-93,Premier League,2018/2019,Striker,Newcastle United,1313,1162,USA,16,13,27,2475,29,1,2,0,0,37,7,1,0.11,0.07,0.04,6,8,0,1,1,1,4,2,19,18,0,0.08,2475,1.35,67,85,309,1238,0.29,13,7.083636364,93,177,237
Luke Shaw,805507200,12-07-95,Premier League,2018/2019,Striker,Manchester United,1170,1422,England,13,16,25,2592,29,1,4,0,0,36,11,0,0.17,0.14,0.03,6,8,1,0,2,2,1,5,16,20,0.08,0,2592,1.25,72,89,236,648,0.38,13,7.112727273,77,105,262
Calum Chambers,790560000,20-01-95,Premier League,2018/2019,Striker,Fulham,1458,1129,England,17,14,26,2587,31,2,0,0,0,49,9,0,0.07,0,0.07,5,8,2,0,0,0,3,2,24,25,0.12,0,1294,1.7,53,83,287,0,0.31,5,7.094545455,143,399,198
Pierre-Emile Højbjerg,807580800,05-08-95,Premier League,2018/2019,Striker,Southampton,1416,1348,Denmark,16,15,25,2764,31,4,3,0,0,52,10,2,0.23,0.1,0.13,4,8,2,2,2,1,1,3,23,29,0.13,0.13,691,1.69,53,89,251,921,0.36,5,7.687272727,-1,148,136
Lucas Torreira,823996800,11-02-96,Premier League,2018/2019,Striker,Arsenal,1231,1146,Uruguay,17,17,25,2377,34,2,2,0,0,35,8,1,0.15,0.08,0.08,6,8,2,0,0,2,5,1,10,25,0.15,0,1189,1.33,68,70,264,1189,0.34,10,7.491818182,-1,174,190
Ryan Bennett,636681600,06-03-90,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1710,1350,England,19,15,31,3060,34,1,0,0,0,36,12,0,0.03,0,0.03,9,8,1,0,0,0,7,2,20,16,0.05,0,3060,1.06,85,90,255,0,0.35,10,7.332727273,40,304,256
Ken Sema,749347200,30-09-93,Premier League,2018/2019,Striker,Watford,301,454,Sweden,8,9,27,755,17,1,2,0,0,8,1,0,0.36,0.24,0.12,6,9,0,1,1,1,4,2,3,5,0,0.2,755,0.95,94,44,755,378,0.12,14,8.947272727,-1,47,143
Laurent Koscielny,495158400,10-09-85,Premier League,2018/2019,Striker,Arsenal,484,844,France,6,11,35,1328,17,3,0,0,0,21,1,0,0.2,0,0.2,4,9,2,1,0,0,3,1,5,16,0.37,0.11,443,1.42,63,78,1328,0,0.07,7,8.809090909,103,295,93
Javier Manquillo Gaitán,768096000,05-05-94,Premier League,2018/2019,Striker,Newcastle United,503,594,Spain,9,9,26,1097,18,0,3,0,0,12,2,0,0.25,0.25,0,6,9,0,0,2,1,3,3,6,6,0,0,0,0.98,91,61,549,366,0.16,19,8.090909091,30,40,350
Eric Dier,758592000,15-01-94,Premier League,2018/2019,Striker,Tottenham Hotspur,674,836,England,9,11,27,1510,20,3,0,0,0,16,4,0,0.18,0,0.18,6,9,2,1,0,0,2,4,8,8,0.27,0.11,503,0.95,94,76,378,0,0.24,7,8.814545455,-1,278,107
Charlie Daniels,526435200,07-09-86,Premier League,2018/2019,Striker,AFC Bournemouth,803,780,England,11,10,34,1583,21,1,0,0,0,32,4,0,0.06,0,0.06,6,9,1,0,0,0,4,2,14,18,0.11,0,1583,1.82,49,75,396,0,0.23,12,8.029090909,152,254,208
Juan Mata,578188800,28-04-88,Premier League,2018/2019,Striker,Manchester United,833,461,Spain,13,9,32,1294,22,3,2,0,0,14,3,0,0.35,0.14,0.21,4,9,3,0,2,0,2,2,6,8,0.32,0,431,0.97,92,59,431,647,0.21,6,8.472727273,-1,103,92
Nacho Monreal,509760000,26-02-86,Premier League,2018/2019,Striker,Arsenal,781,1080,Spain,10,12,35,1861,22,1,3,0,0,21,5,0,0.19,0.15,0.05,6,9,1,0,0,3,5,1,3,18,0.12,0,1861,1.02,89,85,372,620,0.24,11,8.299090909,37,98,222
Davinson Sánchez Mina,834537600,12-06-96,Premier League,2018/2019,Striker,Tottenham Hotspur,873,1070,Colombia,10,13,24,1943,23,1,1,0,0,21,2,0,0.09,0.05,0.05,6,9,1,0,0,1,3,3,9,12,0.1,0,1943,0.97,93,84,972,1943,0.09,13,8.599090909,26,208,221
Fabian Schär,693187200,20-12-91,Premier League,2018/2019,Striker,Newcastle United,1173,829,Switzerland,14,10,29,2002,24,4,1,0,0,21,12,0,0.22,0.04,0.18,8,9,3,1,0,1,5,3,14,7,0.23,0.11,501,0.94,95,83,167,2002,0.54,3,8.849090909,23,230,110
Asmir Begović,551145600,20-06-87,Premier League,2018/2019,Striker,AFC Bournemouth,1080,1080,Bosnia and Herzegovina,12,12,33,2160,24,0,0,0,0,44,0,0,0,0,0,5,9,0,0,0,0,3,2,19,25,0,0,0,1.83,49,90,0,0,0,19,9,154,273,358
Dan Gosling,633830400,01-02-90,Premier League,2018/2019,Striker,AFC Bournemouth,911,826,England,13,12,31,1737,25,2,1,0,0,31,8,0,0.16,0.05,0.1,7,9,0,2,0,1,4,3,14,17,0,0.22,869,1.61,56,69,217,1737,0.41,8,8.628181818,-1,206,158
Tim Ream,560390400,05-10-87,Premier League,2018/2019,Striker,Fulham,943,1108,USA,13,13,33,2051,26,0,0,0,0,47,1,0,0,0,0,5,9,0,0,0,0,3,2,18,29,0,0,0,2.06,44,79,2051,0,0.04,12,8.772727273,167,320,265
Adama Traoré Diarra,822528000,25-01-96,Premier League,2018/2019,Striker,Wolverhampton Wanderers,315,575,Spain,12,17,25,890,29,1,1,0,0,11,1,0,0.2,0.1,0.1,6,9,0,1,1,0,4,2,2,9,0,0.16,890,1.11,81,31,890,890,0.1,13,8.4,-1,152,160
Anthony Knockaert,690595200,20-11-91,Premier League,2018/2019,Striker,Brighton & Hove Albion,982,850,France,16,14,29,1832,30,2,6,0,0,36,5,1,0.39,0.29,0.1,3,9,1,1,5,1,3,0,17,19,0.09,0.11,916,1.77,51,61,305,305,0.29,6,8.552727273,-1,27,159
Alex Pritchard,736387200,03-05-93,Premier League,2018/2019,Striker,Huddersfield Town,992,1100,England,14,16,27,2092,30,2,0,0,0,39,2,0,0.09,0,0.09,4,9,1,1,0,0,2,2,16,23,0.09,0.08,1046,1.68,54,70,1046,0,0.09,5,8.725454545,-1,373,171
Jefferson Lerma,783043200,25-10-94,Premier League,2018/2019,Striker,AFC Bournemouth,1319,1192,Colombia,15,15,26,2511,30,2,0,0,0,45,12,0,0.07,0,0.07,8,9,0,2,0,0,4,4,18,27,0,0.15,1256,1.61,56,84,209,0,0.43,6,8.230909091,-1,288,202
Nampalys Mendy,709257600,23-06-92,Premier League,2018/2019,Striker,Leicester City,1006,1082,France,16,15,28,2088,31,0,0,0,0,26,5,0,0,0,0,9,9,0,0,0,0,5,4,11,15,0,0,0,1.12,80,67,418,0,0.22,18,8.863636364,-1,397,271
Denis Odoi,580694400,27-05-88,Premier League,2018/2019,Striker,Fulham,1153,1440,Belgium,15,16,32,2593,31,0,1,0,0,59,4,0,0.03,0.03,0,5,9,0,0,0,1,3,2,23,36,0,0,0,2.05,44,84,648,2593,0.14,17,8.923636364,166,244,286
Harry Maguire,731289600,05-03-93,Premier League,2018/2019,Striker,Leicester City,1350,1249,England,15,16,28,2599,31,3,0,0,0,36,7,1,0.1,0,0.1,7,9,0,3,0,0,3,4,16,20,0,0.22,866,1.25,72,84,325,0,0.28,5,8.972727273,78,299,165
Jean Michaël Seri,679881600,19-07-91,Premier League,2018/2019,Striker,Fulham,1112,1140,Côte d'Ivoire,15,17,29,2252,32,1,2,0,0,53,6,0,0.12,0.08,0.04,4,9,1,0,0,2,2,2,23,30,0.08,0,2252,2.12,42,70,375,1126,0.24,7,8.058181818,-1,171,236
Robert Snodgrass,557971200,07-09-87,Premier League,2018/2019,Striker,West Ham United,1108,1114,Scotland,16,17,33,2222,33,2,5,0,0,31,10,0,0.28,0.2,0.08,6,9,1,1,4,1,3,3,16,15,0.08,0.08,1111,1.26,72,67,222,444,0.41,8,8.878181818,-1,64,188
Christopher Schindler,641347200,29-04-90,Premier League,2018/2019,Striker,Huddersfield Town,1642,1620,Germany,19,18,30,3262,37,1,0,0,0,69,6,1,0.03,0,0.03,5,9,0,1,0,0,3,2,30,39,0,0.06,3262,1.9,47,88,544,0,0.17,9,8.332727273,157,345,252
Philip Foden,959472000,28-05-00,Premier League,2018/2019,Striker,Manchester City,279,48,England,10,3,20,327,13,1,0,0,0,0,0,0,0.28,0,0.28,8,10,1,0,0,0,6,2,0,0,0.32,0,327,0,0,25,0,0,0,11,9.56,-1,386,67
Youri Tielemans,862963200,07-05-97,Premier League,2018/2019,Striker,Leicester City,575,517,Belgium,7,6,23,1092,13,3,4,0,0,13,2,0,0.58,0.33,0.25,3,10,2,1,2,2,3,0,5,8,0.31,0.17,364,1.07,84,84,546,273,0.16,4,9.341818182,-1,13,80
Ander Herrera,619056000,14-08-89,Premier League,2018/2019,Striker,Manchester United,617,787,Spain,10,12,31,1404,22,2,3,0,0,17,4,0,0.32,0.19,0.13,6,10,0,2,3,0,1,5,9,8,0,0.23,702,1.09,83,64,351,468,0.26,7,9.685454545,-1,68,134
Pedro Obiang,701654400,27-03-92,Premier League,2018/2019,Striker,West Ham United,609,512,Equatorial Guinea,13,11,29,1121,24,0,1,0,0,17,0,0,0.08,0.08,0,7,10,0,0,0,1,4,3,9,8,0,0,0,1.36,66,47,0,1121,0,22,9.205454545,-1,168,371
Robert Kenedy Nunes do Nascimento,823737600,08-02-96,Premier League,2018/2019,Striker,Newcastle United,611,733,Brazil,13,12,25,1344,25,1,1,0,1,17,1,0,0.13,0.07,0.07,8,10,0,1,1,0,3,5,9,8,0,0.12,1344,1.14,79,54,1344,1344,0.07,9,9.815454545,-1,184,193
Isaac Hayden,795830400,22-03-95,Premier League,2018/2019,Striker,Newcastle United,904,982,England,11,14,26,1886,25,1,4,0,0,25,4,1,0.24,0.19,0.05,7,10,0,1,4,0,3,4,12,13,0,0.09,1886,1.19,75,75,377,472,0.24,10,9.752727273,-1,67,219
Adam Smith,672883200,29-04-91,Premier League,2018/2019,Striker,AFC Bournemouth,1051,1022,England,12,13,29,2073,25,1,1,0,0,30,6,1,0.09,0.04,0.04,9,10,1,0,0,1,5,4,10,20,0.09,0,2073,1.3,69,83,296,2073,0.3,10,9.397272727,85,228,227
Christian Atsu Twasam,695001600,10-01-92,Premier League,2018/2019,Striker,Newcastle United,710,777,Ghana,13,15,29,1487,28,1,0,0,0,16,2,0,0.06,0,0.06,8,10,1,0,0,0,3,5,10,6,0.13,0,1487,0.97,93,53,744,0,0.12,7,9.574545455,-1,271,206
Stuart Armstrong,701913600,30-03-92,Premier League,2018/2019,Striker,Southampton,469,963,Scotland,11,18,29,1432,29,3,2,0,0,23,2,0,0.31,0.13,0.19,4,10,1,2,1,1,1,3,8,15,0.19,0.19,477,1.45,62,49,716,716,0.13,6,9.720909091,-1,114,98
Francisco Femenía Far,665452800,02-02-91,Premier League,2018/2019,Striker,Watford,1011,1034,Spain,14,15,30,2045,29,1,1,0,0,38,1,0,0.09,0.04,0.04,5,10,1,0,1,0,3,2,21,17,0.09,0,2045,1.67,54,71,2045,2045,0.04,12,9.624545455,-1,216,240
Sergio Rico,746841600,01-09-93,Premier League,2018/2019,Striker,Fulham,1350,1260,Spain,15,14,27,2610,29,0,0,0,0,53,1,0,0,0,0,5,10,0,0,0,0,3,2,24,29,0,0,0,1.83,49,90,2610,0,0.03,21,9.318181818,153,406,320
Davy Pröpper,683769600,02-09-91,Premier League,2018/2019,Striker,Brighton & Hove Albion,1371,1180,Netherlands,16,14,29,2551,30,1,1,0,0,44,2,0,0.07,0.04,0.04,5,10,0,1,0,1,4,1,19,25,0,0.08,2551,1.55,58,85,1276,2551,0.07,10,9.65,-1,226,241
Jonas Lössl,602294400,01-02-89,Premier League,2018/2019,Striker,Huddersfield Town,1427,1350,Denmark,16,15,32,2777,31,0,1,0,0,52,1,0,0.03,0.03,0,5,10,0,0,1,0,3,2,22,30,0,0,0,1.69,53,90,2777,2777,0.03,25,9.787272727,139,247,333
Terence Kongolo,761184000,14-02-94,Premier League,2018/2019,Striker,Huddersfield Town,1405,1317,Netherlands,17,15,27,2722,32,1,1,0,0,62,4,0,0.07,0.03,0.03,4,10,0,1,0,1,3,1,27,35,0,0.07,2722,2.05,44,85,681,2722,0.13,10,9.266363636,165,236,261
Jonny,762652800,03-03-94,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1269,1511,Spain,16,17,27,2780,33,1,1,0,0,36,6,0,0.06,0.03,0.03,8,10,1,0,1,0,6,2,16,20,0.07,0,2780,1.17,77,84,463,2780,0.19,12,9.892727273,59,237,257
Issa Diop,852768000,09-01-97,Premier League,2018/2019,Striker,West Ham United,1530,1440,France,17,16,24,2970,33,1,0,0,0,38,4,0,0.03,0,0.03,7,10,1,0,0,0,4,3,20,18,0.06,0,2970,1.15,78,90,743,0,0.12,14,9.514545455,55,364,248
Declan Rice,916272000,14-01-99,Premier League,2018/2019,Striker,West Ham United,1440,1565,Republic of Ireland,16,18,22,3005,34,2,0,0,0,42,4,0,0.06,0,0.06,6,10,2,0,0,0,3,3,21,21,0.13,0,1503,1.26,72,88,751,0,0.12,9,9.938181818,-1,362,210
Mathew Ryan,702691200,08-04-92,Premier League,2018/2019,Striker,Brighton & Hove Albion,1530,1530,Australia,17,17,28,3060,34,0,0,0,0,52,2,0,0,0,0,6,10,0,0,0,0,4,2,25,27,0,0,0,1.53,59,90,1530,0,0.06,15,9.727272727,122,389,398
Lewis Dunk,690681600,21-11-91,Premier League,2018/2019,Striker,Brighton & Hove Albion,1550,1603,England,18,18,29,3153,36,2,1,0,0,53,7,1,0.09,0.03,0.06,7,10,0,2,0,1,5,2,24,29,0,0.11,1577,1.51,59,88,450,3153,0.2,5,9.998181818,120,252,203
Ben Mee,622339200,21-09-89,Premier League,2018/2019,Striker,Burnley,1710,1710,England,19,19,31,3420,38,0,2,0,0,57,9,0,0.05,0.05,0,8,10,0,0,1,1,5,3,27,30,0,0,0,1.5,60,90,380,1710,0.24,21,9.781818182,118,211,380
Joe Gomez,864345600,23-05-97,Premier League,2018/2019,Striker,Liverpool,493,567,England,8,8,23,1060,16,0,0,0,0,3,2,0,0,0,0,11,11,0,0,0,0,8,3,0,3,0,0,0,0.25,353,66,530,0,0.17,19,10.27272727,1,398,407
Nicolas Otamendi,571622400,12-02-88,Premier League,2018/2019,Striker,Manchester City,682,551,Argentina,9,9,33,1233,18,0,0,0,0,7,1,0,0,0,0,10,11,0,0,0,0,3,7,6,1,0,0,0,0.51,176,69,1233,0,0.07,16,10.13636364,4,385,273
André Schürrle,657849600,06-11-90,Premier League,2018/2019,Striker,Fulham,829,821,Germany,12,12,30,1650,24,6,0,0,0,42,2,0,0.33,0,0.33,1,11,3,3,0,0,0,1,20,22,0.33,0.33,275,2.29,39,69,825,0,0.11,2,10.47818182,-1,417,54
Jonny Evans,568166400,03-01-88,Premier League,2018/2019,Striker,Leicester City,1074,921,Northern Ireland,12,12,33,1995,24,1,0,0,0,22,2,0,0.05,0,0.05,8,11,1,0,0,0,6,2,9,13,0.08,0,1995,0.99,91,83,998,0,0.09,11,10.1,32,319,224
Pascal Groß,676944000,15-06-91,Premier League,2018/2019,Striker,Brighton & Hove Albion,993,885,Germany,13,12,29,1878,25,3,3,1,1,31,1,0,0.29,0.14,0.14,3,11,2,1,1,2,2,1,16,15,0.18,0.1,626,1.49,61,75,1878,626,0.05,4,10.88818182,-1,104,126
Harry Winks,823219200,02-02-96,Premier League,2018/2019,Striker,Tottenham Hotspur,832,759,England,13,13,25,1591,26,1,0,0,0,16,4,0,0.06,0,0.06,10,11,0,1,0,0,4,6,8,8,0,0.12,1591,0.91,99,61,398,0,0.23,9,10.57454545,-1,335,207
Danny Rose,646876800,02-07-90,Premier League,2018/2019,Striker,Tottenham Hotspur,969,837,England,13,13,30,1806,26,0,3,0,0,12,5,0,0.15,0.15,0,10,11,0,0,1,2,7,3,6,6,0,0,0,0.6,151,69,361,602,0.25,17,10.39090909,11,95,287
Paul Dummett,685843200,26-09-91,Premier League,2018/2019,Striker,Newcastle United,979,1007,Wales,13,13,29,1986,26,0,0,0,0,27,1,0,0,0,0,9,11,0,0,0,0,3,6,15,12,0,0,0,1.22,74,76,1986,0,0.05,22,10.95454545,69,269,347
André Filipe Tavares Gomes,743990400,30-07-93,Premier League,2018/2019,Striker,Everton,972,1014,Portugal,13,14,27,1986,27,1,1,0,0,27,7,0,0.09,0.05,0.05,10,11,1,0,1,0,6,4,13,14,0.09,0,1986,1.22,74,74,284,1986,0.32,11,10.64454545,-1,213,220
Mamadou Sakho,634867200,13-02-90,Premier League,2018/2019,Striker,Crystal Palace,1170,1247,France,13,14,31,2417,27,0,0,0,0,32,2,0,0,0,0,9,11,0,0,0,0,5,4,10,22,0,0,0,1.19,76,90,1209,0,0.07,21,10.90909091,64,403,322
Aron Einar Gunnarsson,609206400,22-04-89,Premier League,2018/2019,Striker,Cardiff City,1240,1034,Iceland,14,14,31,2274,28,1,1,0,0,37,5,0,0.08,0.04,0.04,8,11,1,0,1,0,4,4,20,17,0.07,0,2274,1.46,61,81,455,2274,0.2,9,10.52363636,-1,234,232
Max Meyer,811382400,18-09-95,Premier League,2018/2019,Striker,Crystal Palace,718,696,Germany,18,11,25,1414,29,1,2,0,0,19,3,0,0.19,0.13,0.06,8,11,0,1,0,2,7,1,5,14,0,0.13,1414,1.21,74,49,471,707,0.19,8,10.60727273,-1,110,209
Mohamed Diamé,550627200,14-06-87,Premier League,2018/2019,Striker,Newcastle United,960,1205,Senegal,13,16,33,2165,29,0,0,0,0,28,3,0,0,0,0,9,11,0,0,0,0,3,6,13,15,0,0,0,1.16,77,75,722,0,0.12,21,10.04545455,-1,267,348
Granit Xhaka,717552000,27-09-92,Premier League,2018/2019,Striker,Arsenal,1317,1185,Switzerland,15,14,28,2502,29,4,2,0,0,35,10,0,0.22,0.07,0.14,7,11,2,2,0,2,6,1,11,24,0.14,0.15,626,1.26,71,86,250,1251,0.36,6,10.61181818,-1,183,127
Victor Nilsson Lindelöf,774403200,17-07-94,Premier League,2018/2019,Striker,Manchester United,1112,1490,Sweden,13,17,26,2602,30,1,1,0,0,38,1,0,0.07,0.03,0.03,6,11,1,0,0,1,2,4,13,25,0.08,0,2602,1.31,68,87,2602,2602,0.03,14,10.58454545,88,246,263
Joe Bennett,638582400,28-03-90,Premier League,2018/2019,Striker,Cardiff City,1142,1499,England,13,17,31,2641,30,0,1,0,0,43,5,0,0.03,0.03,0,9,11,0,0,1,0,5,4,18,25,0,0,0,1.47,61,88,528,2641,0.17,23,10.96909091,112,241,324
Tom Cairney,664329600,20-01-91,Premier League,2018/2019,Striker,Fulham,1107,1091,Scotland,16,15,30,2198,31,1,1,0,0,49,0,0,0.08,0.04,0.04,4,11,1,0,1,0,3,1,21,28,0.08,0,2198,2.01,45,71,0,2198,0,10,10.11454545,-1,217,238
Jeff Hendrick,696816000,31-01-92,Premier League,2018/2019,Striker,Burnley,898,1171,Republic of Ireland,15,17,29,2069,32,3,0,0,0,41,4,0,0.13,0,0.13,6,11,1,2,0,0,3,3,18,23,0.1,0.15,690,1.78,50,65,517,0,0.17,6,10.98727273,-1,349,131
Will Hughes,798076800,17-04-95,Premier League,2018/2019,Striker,Watford,1251,1185,England,16,16,25,2436,32,2,4,0,0,39,5,0,0.22,0.15,0.07,5,11,1,1,2,2,3,2,19,20,0.07,0.08,1218,1.44,62,76,487,609,0.18,8,10.48545455,-1,91,199
Bernd Leno,699667200,04-03-92,Premier League,2018/2019,Striker,Arsenal,1395,1440,Germany,16,16,29,2835,32,0,0,0,0,39,0,0,0,0,0,7,11,0,0,0,0,6,1,12,27,0,0,0,1.24,73,89,0,0,0,23,10.54545455,76,413,390
Conor Coady,730598400,25-02-93,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1710,1710,England,19,19,28,3420,38,0,0,0,0,43,5,0,0,0,0,9,11,0,0,0,0,7,2,20,23,0,0,0,1.13,80,90,684,0,0.13,18,10.40909091,-1,415,394
Oleksandr Zinchenko,850608000,15-12-96,Premier League,2018/2019,Striker,Manchester City,613,540,Ukraine,8,6,24,1153,14,0,3,0,0,4,1,0,0.23,0.23,0,10,12,0,0,2,1,6,4,2,2,0,0,0,0.31,288,82,1153,384,0.08,20,11.82363636,-1,50,284
Erik Lamela,699667200,04-03-92,Premier League,2018/2019,Striker,Tottenham Hotspur,493,478,Argentina,11,8,29,971,19,4,2,0,0,11,2,0,0.56,0.19,0.37,5,12,1,3,1,1,3,2,5,6,0.18,0.56,243,1.02,88,51,486,486,0.19,6,11.12,-1,69,45
Joel Matip,681609600,08-08-91,Premier League,2018/2019,Striker,Liverpool,811,721,Cameroon,10,12,29,1532,22,1,0,0,0,9,3,0,0.06,0,0.06,11,12,1,0,0,0,6,5,5,4,0.11,0,1532,0.53,170,70,511,0,0.18,11,11.43818182,8,286,215
Ben Davies,735609600,24-04-93,Premier League,2018/2019,Striker,Tottenham Hotspur,916,923,Wales,13,14,27,1839,27,0,0,0,0,24,2,0,0,0,0,10,12,0,0,0,0,6,4,10,14,0,0,0,1.17,77,68,920,0,0.1,26,11.18181818,60,274,353
Aaron Mooy,653356800,15-09-90,Premier League,2018/2019,Striker,Huddersfield Town,1190,1137,Australia,15,14,30,2327,29,3,1,1,0,46,4,0,0.15,0.04,0.12,4,12,1,2,0,1,3,1,20,26,0.08,0.16,776,1.78,51,80,582,2327,0.15,3,11.49181818,-1,233,144
James Tomkins,607132800,29-03-89,Premier League,2018/2019,Striker,Crystal Palace,1140,1423,England,13,16,32,2563,29,1,1,0,0,34,6,0,0.07,0.04,0.04,10,12,0,1,0,1,5,5,12,22,0,0.06,2563,1.19,75,88,427,2563,0.21,9,11.74090909,63,215,235
James Tarkowski,722131200,19-11-92,Premier League,2018/2019,Striker,Burnley,1620,1467,England,18,17,28,3087,35,3,1,0,0,52,8,0,0.12,0.03,0.09,7,12,2,1,1,0,5,2,25,27,0.11,0.06,1029,1.52,59,88,386,3087,0.23,4,11.46727273,121,238,170
Rui Pedro dos Santos Patrício,571881600,15-02-88,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1620,1710,Portugal,18,19,33,3330,37,0,0,0,0,43,0,0,0,0,0,8,12,0,0,0,0,6,2,20,23,0,0,0,1.16,77,90,0,0,0,19,11.90909091,56,328,405
Onyinye Wilfred Ndidi,850694400,16-12-96,Premier League,2018/2019,Striker,Leicester City,1624,1675,Nigeria,19,19,24,3299,38,2,0,0,0,42,8,0,0.05,0,0.05,10,12,2,0,0,0,6,4,18,24,0.11,0,1650,1.15,79,87,412,0,0.22,9,11.91818182,-1,332,218
David de Gea,657936000,07-11-90,Premier League,2018/2019,Striker,Manchester United,1710,1710,Spain,19,19,30,3420,38,0,0,0,0,51,1,0,0,0,0,7,12,0,0,0,0,2,5,23,28,0,0,0,1.34,67,90,3420,0,0.03,18,11.13636364,91,419,310
Ben Foster,418176000,03-04-83,Premier League,2018/2019,Striker,Watford,1710,1710,England,19,19,37,3420,38,0,0,0,0,57,1,0,0,0,0,7,12,0,0,0,0,4,3,28,29,0,0,0,1.5,60,90,3420,0,0.03,18,11.68181818,116,353,365
Łukasz Fabiański,482630400,18-04-85,Premier League,2018/2019,Striker,West Ham United,1710,1710,Poland,19,19,35,3420,38,0,0,0,0,48,0,0,0,0,0,7,12,0,0,0,0,4,3,23,25,0,0,0,1.26,71,90,0,0,0,19,11.36363636,81,343,391
Marc Albrighton,627350400,18-11-89,Premier League,2018/2019,Striker,Leicester City,797,829,England,14,13,31,1626,27,2,2,0,0,17,3,0,0.22,0.11,0.11,9,13,1,1,1,1,5,4,8,9,0.11,0.11,813,0.94,96,60,542,813,0.17,8,12.48545455,-1,140,156
Souleymane Bamba,474422400,13-01-85,Premier League,2018/2019,Striker,Cardiff City,1260,1215,Côte d'Ivoire,14,14,36,2475,28,4,1,0,0,46,7,0,0.18,0.04,0.15,7,13,2,2,1,0,4,3,23,23,0.14,0.15,619,1.67,54,88,354,2475,0.25,4,12.55181818,136,222,118
